"Name","Module","GraphCmdName","GraphModuleName","GraphScopesApplication","GraphScopesDelegate","ApiUri"
"Remove-AzureADMSIdentityProvider","AzureADPreview","Remove-MgIdentityProvider","Microsoft.Graph.Identity.SignIns","IdentityProvider.ReadWrite.All","IdentityProvider.ReadWrite.All",
"Remove-AzureADMSLifecyclePolicyGroup","AzureADPreview","Remove-MgGroupFromLifecyclePolicy","Microsoft.Graph.Groups","Directory.ReadWrite.All","Directory.ReadWrite.All",
"Remove-AzureADMSNamedLocationPolicy","AzureADPreview","Remove-MgIdentityConditionalAccessNamedLocation","Microsoft.Graph.Identity.SignIns","Policy.Read.All, Policy.ReadWrite.ConditionalAccess","Policy.Read.All, Policy.ReadWrite.ConditionalAccess",
"Remove-AzureADMSPasswordSingleSignOnCredential","AzureADPreview","",,"","",
"Remove-AzureADMSPermissionGrantConditionSet","AzureADPreview","Remove-MgPolicyPermissionGrantPolicyInclude, Remove-MgPolicyPermissionGrantPolicyExclude","Microsoft.Graph.Identity.SignIns, Microsoft.Graph.Identity.SignIns","Policy.ReadWrite.PermissionGrant","Policy.ReadWrite.PermissionGrant",
"Remove-AzureADMSPermissionGrantPolicy","AzureADPreview","Remove-MgPolicyPermissionGrantPolicy","Microsoft.Graph.Identity.SignIns","Policy.ReadWrite.PermissionGrant","Policy.ReadWrite.PermissionGrant",
"Remove-AzureADMSRoleAssignment","AzureADPreview","Remove-MgRoleManagementDirectoryRoleAssignment","Microsoft.Graph.DeviceManagement.Enrolment","EntitlementManagement.ReadWrite.All, RoleManagement.ReadWrite.Directory","EntitlementManagement.ReadWrite.All, RoleManagement.ReadWrite.Directory",
"Remove-AzureADMSRoleDefinition","AzureADPreview","Remove-MgRoleManagementDirectoryRoleDefinition","Microsoft.Graph.DeviceManagement.Enrolment","RoleManagement.ReadWrite.Directory","RoleManagement.ReadWrite.Directory",
"Remove-AzureADMSScopedRoleMembership","AzureADPreview","Remove-MgUserScopedRoleMemberOf","Microsoft.Graph.Identity.DirectoryManagement",,,
"Remove-AzureADMSServicePrincipalDelegatedPermissionClassification","AzureADPreview","Remove-MgServicePrincipalDelegatedPermissionClassification","Microsoft.Graph.Applications","Policy.ReadWrite.PermissionGrant","Policy.ReadWrite.PermissionGrant",
"Remove-AzureADMSTrustFrameworkPolicy","AzureADPreview","",,"","",
"Remove-AzureADOAuth2PermissionGrant","AzureADPreview","Remove-MgOauth2PermissionGrant","Microsoft.Graph.Identity.SignIns","DelegatedPermissionGrant.ReadWrite.All, Directory.ReadWrite.All","DelegatedPermissionGrant.ReadWrite.All, Directory.ReadWrite.All",
"Remove-AzureADObjectSetting","AzureADPreview","",,"","",
"Remove-AzureADPolicy","AzureADPreview","",,"","",
"Remove-AzureADScopedRoleMembership","AzureADPreview","",,"","",
"Remove-AzureADServiceAppRoleAssignment","AzureADPreview","Remove-MgServicePrincipalAppRoleAssignment","Microsoft.Graph.Applications","AppRoleAssignment.ReadWrite.All","AppRoleAssignment.ReadWrite.All",
"Remove-AzureADServicePrincipal","AzureADPreview","Remove-MgServicePrincipal","Microsoft.Graph.Applications","Application.ReadWrite.All","Application.ReadWrite.All",
"Remove-AzureADServicePrincipalKeyCredential","AzureADPreview","Remove-MgServicePrincipalKey","Microsoft.Graph.Applications","Application.ReadWrite.All, Directory.ReadWrite.All","Application.ReadWrite.All, Directory.ReadWrite.All",
"Remove-AzureADServicePrincipalOwner","AzureADPreview","Remove-MgServicePrincipalOwnerByRef","Microsoft.Graph.Applications","Application.ReadWrite.All, Directory.ReadWrite.All","Application.ReadWrite.All, Directory.ReadWrite.All",
"Remove-AzureADServicePrincipalPasswordCredential","AzureADPreview","Remove-MgServicePrincipalPassword","Microsoft.Graph.Applications","Application.ReadWrite.All","Application.ReadWrite.All",
"Remove-AzureADServicePrincipalPolicy","AzureADPreview","",,"","",
"Remove-AzureADTrustedCertificateAuthority","AzureADPreview","",,"","",
"Remove-AzureADUser","AzureADPreview","Remove-MgUser","Microsoft.Graph.Users","DeviceManagementApps.ReadWrite.All, DeviceManagementConfiguration.ReadWrite.All, DeviceManagementManagedDevices.ReadWrite.All, DeviceManagementServiceConfig.ReadWrite.All, User.ReadWrite.All","DeviceManagementApps.ReadWrite.All, DeviceManagementConfiguration.ReadWrite.All, DeviceManagementManagedDevices.ReadWrite.All, DeviceManagementServiceConfig.ReadWrite.All, User.ReadWrite.All",
"Remove-AzureADUserAppRoleAssignment","AzureADPreview","Remove-MgUserAppRoleAssignment","Microsoft.Graph.Applications","AppRoleAssignment.ReadWrite.All","AppRoleAssignment.ReadWrite.All",
"Remove-AzureADUserExtension","AzureADPreview","Remove-MgUserExtension","Microsoft.Graph.Users",,,
"Remove-AzureADUserManager","AzureADPreview","Remove-MgUserManagerByRef","Microsoft.Graph.Users",,,
"Remove-RbacApplicationRoleAssignment","AzureADPreview","",,"","",
"Remove-RbacApplicationRoleDefinition","AzureADPreview","",,"","",
"Reset-AzureADMSLifeCycleGroup","AzureADPreview","Invoke-MgRenewGroup","Microsoft.Graph.Groups","Directory.ReadWrite.All, Group.ReadWrite.All","Directory.ReadWrite.All, Group.ReadWrite.All",
"Restore-AzureADDeletedApplication","AzureADPreview","Restore-MgApplication",,"","",
"Restore-AzureADMSDeletedDirectoryObject","AzureADPreview","Restore-MgDirectoryObject",,"","",
"Revoke-AzureADSignedInUserAllRefreshToken","AzureADPreview","Invoke-MgInvalidateUserRefreshToken","Microsoft.Graph.Users.Actions","Directory.ReadWrite.All","Directory.ReadWrite.All, User.ReadWrite",
"Revoke-AzureADUserAllRefreshToken","AzureADPreview","Invoke-MgInvalidateUserRefreshToken","Microsoft.Graph.Users.Actions","Directory.ReadWrite.All","Directory.ReadWrite.All, User.ReadWrite",
"Select-AzureADGroupIdsContactIsMemberOf","AzureADPreview","Get-MgContactMemberOf","Microsoft.Graph.Identity.DirectoryManagement","Directory.Read.All, Group.Read.All, OrgContact.Read.All","Directory.Read.All, Group.Read.All, OrgContact.Read.All",
"Select-AzureADGroupIdsGroupIsMemberOf","AzureADPreview","Get-MgGroupMemberOf","Microsoft.Graph.Groups","Group.Read.All, GroupMember.Read.All","Group.Read.All, GroupMember.Read.All",
"Select-AzureADGroupIdsServicePrincipalIsMemberOf","AzureADPreview","Get-MgServicePrincipalMemberOf","Microsoft.Graph.Applications","Application.Read.All, Application.ReadWrite.All, Directory.Read.All, Directory.ReadWrite.All","Application.Read.All, Application.ReadWrite.All, Directory.Read.All, Directory.ReadWrite.All",
"Select-AzureADGroupIdsUserIsMemberOf","AzureADPreview","Get-MgUserMemberOf","Microsoft.Graph.Users","Directory.Read.All, Directory.ReadWrite.All, GroupMember.Read.All","Directory.Read.All, Directory.ReadWrite.All, GroupMember.Read.All, User.Read",
"Set-AzureADAdministrativeUnit","AzureADPreview","",,"","",
"Set-AzureADApplication","AzureADPreview","Update-MgApplication","Microsoft.Graph.Applications","Application.ReadWrite.All","Application.ReadWrite.All",
"Set-AzureADApplicationLogo","AzureADPreview","Set-MgApplicationLogo","Microsoft.Graph.Applications","Application.ReadWrite.All","Application.ReadWrite.All",
"Set-AzureADApplicationProxyApplication","AzureADPreview","",,"","",
"Set-AzureADApplicationProxyApplicationConnectorGroup","AzureADPreview","",,"","",
"Set-AzureADApplicationProxyApplicationCustomDomainCertificate","AzureADPreview","",,"","",
"Set-AzureADApplicationProxyApplicationSingleSignOn","AzureADPreview","",,"","",
"Set-AzureADApplicationProxyConnector","AzureADPreview","",,"","",
"Set-AzureADApplicationProxyConnectorGroup","AzureADPreview","",,"","",
"Set-AzureADDevice","AzureADPreview","Update-MgDevice","Microsoft.Graph.Identity.DirectoryManagement",,"Directory.AccessAsUser.All",
"Set-AzureADDirectorySetting","AzureADPreview","",,"","",
"Set-AzureADDomain","AzureADPreview","Update-MgDomain","Microsoft.Graph.Identity.DirectoryManagement","Domain.ReadWrite.All","Domain.ReadWrite.All",
"Set-AzureADGroup","AzureADPreview","Update-MgGroup","Microsoft.Graph.Groups","Directory.ReadWrite.All, Group.ReadWrite.All","Directory.ReadWrite.All, Group.ReadWrite.All",
"Set-AzureADMSAdministrativeUnit","AzureADPreview","Update-MgDirectoryAdministrativeUnit","Microsoft.Graph.Identity.DirectoryManagement","AdministrativeUnit.ReadWrite.All","AdministrativeUnit.ReadWrite.All",
"Set-AzureADMSApplication","AzureADPreview","Update-MgApplication","Microsoft.Graph.Applications","Application.ReadWrite.All","Application.ReadWrite.All",
"Set-AzureADMSApplicationLogo","AzureADPreview","Set-MgApplicationLogo","Microsoft.Graph.Applications","Application.ReadWrite.All","Application.ReadWrite.All",
"Set-AzureADMSApplicationVerifiedPublisher","AzureADPreview","Set-MgApplicationVerifiedPublisher","Microsoft.Graph.Applications","Application.ReadWrite.All","Application.ReadWrite.All",
"Set-AzureADMSAttributeSet","AzureADPreview","",,"","",
"Set-AzureADMSAuthorizationPolicy","AzureADPreview","Update-MgPolicyAuthorizationPolicy","Microsoft.Graph.Identity.SignIns","Policy.ReadWrite.Authorization","Policy.ReadWrite.Authorization",
"Set-AzureADMSConditionalAccessPolicy","AzureADPreview","Update-MgIdentityConditionalAccessPolicy","Microsoft.Graph.Identity.SignIns","Application.Read.All, Policy.Read.All, Policy.ReadWrite.ConditionalAccess","Application.Read.All, Policy.Read.All, Policy.ReadWrite.ConditionalAccess",
"Set-AzureADMSCustomSecurityAttributeDefinition","AzureADPreview","",,"","",
"Set-AzureADMSCustomSecurityAttributeDefinitionAllowedValue","AzureADPreview","",,"","",
"Set-AzureADMSFeatureRolloutPolicy","AzureADPreview","",,"","",
"Set-AzureADMSGroup","AzureADPreview","Update-MgGroup","Microsoft.Graph.Groups","Directory.ReadWrite.All, Group.ReadWrite.All","Directory.ReadWrite.All, Group.ReadWrite.All",
"Set-AzureADMSGroupLifecyclePolicy","AzureADPreview","Update-MgGroupLifecyclePolicy","Microsoft.Graph.Groups","Directory.ReadWrite.All","Directory.ReadWrite.All",
"Set-AzureADMSIdentityProvider","AzureADPreview","Update-MgIdentityProvider","Microsoft.Graph.Identity.SignIns","IdentityProvider.ReadWrite.All","IdentityProvider.ReadWrite.All",
"Set-AzureADMSNamedLocationPolicy","AzureADPreview","Update-MgIdentityConditionalAccessNamedLocation","Microsoft.Graph.Identity.SignIns","Policy.Read.All, Policy.ReadWrite.ConditionalAccess","Policy.Read.All, Policy.ReadWrite.ConditionalAccess",
"Set-AzureADMSPasswordSingleSignOnCredential","AzureADPreview","",,"","",
"Set-AzureADMSPermissionGrantConditionSet","AzureADPreview","Update-MgPolicyPermissionGrantPolicyInclude, Update-MgPolicyPermissionGrantPolicyExclude","Microsoft.Graph.Identity.SignIns, Microsoft.Graph.Identity.SignIns",,,
"Set-AzureADMSPermissionGrantPolicy","AzureADPreview","Update-MgPolicyPermissionGrantPolicy","Microsoft.Graph.Identity.SignIns","Policy.ReadWrite.PermissionGrant","Policy.ReadWrite.PermissionGrant",
"Set-AzureADMSPrivilegedRoleAssignmentRequest","AzureADPreview","",,"","",
"Set-AzureADMSPrivilegedRoleSetting","AzureADPreview","",,"","",
"Set-AzureADMSRoleDefinition","AzureADPreview","Update-MgRoleManagementDirectoryRoleDefinition","Microsoft.Graph.DeviceManagement.Enrolment","RoleManagement.ReadWrite.Directory","RoleManagement.ReadWrite.Directory",
"Set-AzureADMSServicePrincipal","AzureADPreview","",,"","",
"Set-AzureADMSTrustFrameworkPolicy","AzureADPreview","",,"","",
"Set-AzureADMSUser","AzureADPreview","",,"","",
"Set-AzureADObjectSetting","AzureADPreview","",,"","",
"Set-AzureADPolicy","AzureADPreview","",,"","",
"Set-AzureADServicePrincipal","AzureADPreview","Update-MgServicePrincipal","Microsoft.Graph.Applications","Application.ReadWrite.All","Application.ReadWrite.All",
"Set-AzureADTenantDetail","AzureADPreview","Update-MgOrganization","Microsoft.Graph.Identity.DirectoryManagement","DeviceManagementConfiguration.ReadWrite.All, DeviceManagementServiceConfig.ReadWrite.All, Organization.ReadWrite.All","DeviceManagementConfiguration.ReadWrite.All, DeviceManagementServiceConfig.ReadWrite.All, Organization.ReadWrite.All",
"Set-AzureADTrustedCertificateAuthority","AzureADPreview","",,"","",
"Set-AzureADUser","AzureADPreview","Update-MgUser","Microsoft.Graph.Users","DeviceManagementApps.ReadWrite.All, DeviceManagementConfiguration.ReadWrite.All, DeviceManagementManagedDevices.ReadWrite.All, DeviceManagementServiceConfig.ReadWrite.All, Directory.ReadWrite.All, User.ManageIdentities.All, User.ReadWrite.All","DeviceManagementApps.ReadWrite.All, DeviceManagementConfiguration.ReadWrite.All, DeviceManagementManagedDevices.ReadWrite.All, DeviceManagementServiceConfig.ReadWrite.All, Directory.ReadWrite.All, User.ManageIdentities.All, User.ReadWrite, User.ReadWrite.All",
"Set-AzureADUserExtension","AzureADPreview","Update-MgUserExtension","Microsoft.Graph.Users",,,
"Set-AzureADUserLicense","AzureADPreview","Set-MgUserLicense","Microsoft.Graph.Users.Actions","Directory.ReadWrite.All, User.ReadWrite.All","Directory.ReadWrite.All, User.ReadWrite.All",
"Set-AzureADUserManager","AzureADPreview","Set-MgUserManagerByRef","Microsoft.Graph.Users","Directory.ReadWrite.All, User.ReadWrite.All","Directory.ReadWrite.All, User.ReadWrite.All",
"Set-AzureADUserPassword","AzureADPreview","Update-MgUserPassword","Microsoft.Graph.Users.Actions",,"Directory.AccessAsUser.All",
"Set-AzureADUserThumbnailPhoto","AzureADPreview","Set-MgUserPhotoContent","Microsoft.Graph.Users",,"User.ReadWrite",
"Set-RbacApplicationRoleDefinition","AzureADPreview","",,"","",
"Update-AzureADSignedInUserPassword","AzureADPreview","Update-MgUserPassword","Microsoft.Graph.Users.Actions",,"Directory.AccessAsUser.All",
